id,title,original_title,overview,release_date,runtime,vote_average,vote_count,popularity,poster_path,backdrop_path,budget,revenue,status,tagline,imdb_id,homepage,adult,genres,production_countries,production_companies,spoken_languages,keywords,top_cast,directors
167830,Incontri proibiti,Incontri proibiti,,1998-09-24,110,5.1,13,7.2444,/vKdd2hBtFbII7LFg6rF3r48Fh4W.jpg,/uVwoCREx73OxEhJ4vaI3UYV0r1m.jpg,0,0,Released,,tt0167210,,False,драма|комедия,Italy,Aurelia Cinematografica|Filmauro,Italiano,,Alberto Sordi|Valeria Marini|Franca Faldini|Franco Fantasia|Enzo Robutti,Alberto Sordi
776503,CODA: ребенок глухих родителей,CODA,"Руби — ребенок глухих родителей, единственный слышащий человек в семье. Когда она открывает в себе любовь к пению, перед ней встает выбор: выполнить долг перед семьей или идти за мечтой.",2021-08-13,111,7.92,2336,7.2433,/cQ6jnLX8HFKixalBhLWmCeRK1hj.jpg,/v85FlkbMYKa5du1glm0YfYNsL2n.jpg,10000000,1905058,Released,В каждой семье свой язык.,tt10366460,https://tv.apple.com/ru/movie/umc.cmc.3eh9r5iz32ggdm4ccvw5igiir,False,драма|музыка|мелодрама,France|United States of America,Vendôme Pictures|Pathé|Picture Perfect Entertainment,English|Español,parent child relationship|music teacher|fishing|deaf|massachusetts|coming of age|remake|singing|family|first love|disability|based on movie|woman director|sign languages|school choir|music school|calm|american sign language (asl)|loving|teenager|appreciative,Эмилия Джонс|Марли Мэтлин|Трой Котсар|Эухенио Дербес|Ferdia Walsh-Peelo,"Хейдер, Шан"
147441,Исход: Цари и боги,Exodus: Gods and Kings,"Ветхозаветная история о великом пророке Моисее и освобождении еврейского народа из египетского плена. Моисей появился на свет в те времена, когда фараон приказал убивать всех новорожденных мальчиков еврейского происхождения. Чтобы спасти его, мать положила малыша в корзину из тростника и отправила вниз по Нилу. Ребенка нашла дочь фараона, которая усыновила его и растила рядом с Рамзесом — будущим фараоном. Много лет спустя, став мужчиной, Моисей бежит из Египта, а затем возвращается туда по велению Господа, чтобы избавить свой народ от оков рабства…",2014-12-03,150,5.874,4627,7.2421,/ts7V954tAXTcvhVWCCZmQV4awIb.jpg,/lW4khyV5muPSs2BblMVnutnIjdw.jpg,140000000,268031828,Released,Он бросил вызов империи и изменил мир,tt1528100,,False,приключения|драма|боевик,Spain|United States of America|United Kingdom,20th Century Fox|TSG Entertainment|Chernin Entertainment|Babieka Films|Volcano Films|Scott Free Productions,English,epic|moses|bible|racism|slave|ancient egypt|old testament|angry|aggressive|ramses|bitter|apathetic|callous|mean spirited|biblical epic,Кристиан Бейл|Джоэл Эдгертон|Бен Кингсли|Джон Туртурро|Аарон Пол,Ридли Скотт
123338,玉蒲團III官人我要,玉蒲團III官人我要,,1998-04-23,95,6.413,23,7.2407,/sfEu6qJhDJxs552GTkOa1Ulgmjr.jpg,/4ZhLKL4JUEn9Mg3N6YttGP5UVsr.jpg,0,0,Released,,tt0133196,,False,комедия|мелодрама|драма,Hong Kong,Everwide (H. K.) Limited|Orange Sky Golden Harvest|Jing's Production Limited,广州话 / 廣州話,prostitute,鍾甄|Karen Yeung Ga-Ling|Dung Yi|徐錦江|邵傳勇,張敏
27582,Механик,The Mechanic,"Артур Бишоп — «Механик», высокопрофессиональный безукоризненный киллер, который всегда работает по правилам — «чисто» и без следов. Такая работа требует полного самообладания и беспристрастности, и в своём деле ему нет равных. Бишоп всегда работал один, но ему пришлось стать наставником молодого и отчаянного Стива. Методичный профессионал и импульсивный ученик теперь на пару «устраняют проблемы», но рано или поздно они сойдутся в смертельной схватке…",2011-01-13,92,6.518,3331,7.2401,/IMMCR5rpkRoszqobSgvEKfZXp8.jpg,/mnNeITGLiCe01uWaLB9A14vKMdS.jpg,40000000,51070807,Released,,tt0472399,,False,боевик|триллер|криминал,United States of America,CBS Films|Nu Image|Millenium Films|Chartoff-Winkler Productions,English,"chicago, illinois|research|martial arts|assassin|prostitute|airport|mentor|new orleans, louisiana|training|car crash|elite|remake|security|set up|mentor protégé relationship|contractor|aggressive|vengeance|avenging son|colombia|suspenseful|ominous",Джейсон Стэтхэм|Бен Фостер|Дональд Сазерленд|Mini Anden|Тони Голдуин,Simon West
850165,Стальная хватка,The Iron Claw,"Их жизнь — изнурительные тренировки перед грядущим сражением. Каждый раз, выходя на арену, они рискуют остаться здесь навсегда. Толпа приветствует могучих юношей, готовых развлекать их ради мимолетной славы. Но они — не гладиаторы в Древнем Риме. А дети некогда знаменитого бойца, который теперь полностью сконцентрирован на карьере своих четырёх сыновей. Рано или поздно они станут великими чемпионами, другого пути у них нет.",2023-12-21,132,7.541,1000,7.2358,/xXCqeMxuFdJbv5P51hKakwakzDm.jpg,/4l65BWqJBl7hBwdIwp2nQdwsOuw.jpg,15900000,40130232,Released,«Семья. Чемпионы. Легенды»,tt21064584,,False,история|драма,United Kingdom|United States of America,A24|BBC Film|Access Entertainment|House Productions,English,suicide|coma|sports|1970s|texas|wrestling|brotherhood|biography|dallas texas|based on true story|family relationships|grief|tragedy|curse|family|death|mental illness|overbearing father|mourning|death of brother|1980s|grim|toxic masculinity|brothers|intimate|wwf|depressing|adoring|compassionate|powerful|tragic,Зак Эфрон|Джереми Аллен Уайт|Гаррис Дикинсон|Stanley Simons|Холт Маккэллани,Sean Durkin
10527,Мадагаскар 2,Madagascar: Escape 2 Africa,"Полная опасностей жизнь на Мадагаскаре не оправдала ожиданий привыкших к комфорту Нью-Йоркского зоопарка животных — льва Алекса, зебры Марти, жирафа Мелмана и бегемотихи Глории — и друзья решают сбежать с острова. По случайности, всю компанию заносит в Африку, где Алекс встречает свою семью, с которой он был разлучен в детстве. Неожиданно для себя Алекс понимает, что после жизни в зоопарке у него гораздо меньше общего с родственниками, чем ему хотелось бы…",2008-10-30,85,6.5,7044,7.2317,/rfwloSBRAZCrWwsJcXd1iveI59n.jpg,/3yXLkSTrVhG66MIAr3X6C4gjccw.jpg,150000000,603900354,Released,"Осторожно, звери возвращаются!",tt0479952,,False,семейный|приключения|мультфильм|комедия,United States of America,DreamWorks Animation|Pacific Data Images,English||Italiano,dance|friendship|jealousy|airplane|africa|hunger|lion|zoo|hippopotamus|giraffe|chimp|penguin|cartoon|villain|volcano|zebra|sequel|slapstick comedy|madagascar|friends|shark|animals|duringcreditsstinger|lemur|talking animal,Бен Стиллер|Крис Рок|Дэвид Швиммер|Джада Пинкетт-Смит|Саша Барон Коэн,Tom McGrath|Eric Darnell
1149504,Honey Don't!,Honey Don't!,,2025-08-21,90,0.0,0,7.2214,/sKbKMOTvWHIrzVxMTyiNeNWNjTc.jpg,/foHbZZPlZvMEacRFQtVRvow3SUI.jpg,0,0,Post Production,,tt30645201,,False,криминал|комедия,United Kingdom|United States of America,Focus Features|Working Title Films,English,small town|dark comedy|private investigator|church|reverend|mysterious death,Маргарет Куэлли|Обри Плаза|Charlie Day|Billy Eichner|Крис Эванс,Итан Коэн
55580,Почта Тинто Брасса,Fermo posta Tinto Brass,"Режиссер Тинто Брасс пребывает в творческом кризисе — ему нужны новые идеи для очередного шедевра. Маэстро решает ознакомиться с обширной почтой, которой его заваливают поклонницы. Среди груды конвертов, видеокассет и фотографий Тинто находит восемь симпатичных историй, каждая из которых тут же превращается в короткую и весьма откровенную новеллу.",1995-08-30,81,5.955,112,7.2146,/oVF9vgMY5W7aMC1HJStlIm95FQt.jpg,/pEEWdxbCyqINpahfW0eJXotJBZz.jpg,0,0,Released,,tt0113049,,False,комедия,Italy,Produttori Associati|California Film,Italiano,infidelity|italian|fetish|orgy|housewife|sexual fantasy|secretary|undressing|masturbation|threesome|softcore|exhibitionism|telephone sex|erotic movie,Тинто Брасс|Cinzia Roccaforte|Cristina Rinaldi|Erika Savastani|Gaia Zucchi,Тинто Брасс
1127227,Tayuan,Tayuan,,2023-06-23,101,6.0,11,7.2111,/5eX2JxR8djmoPBQhU0327uehqBf.jpg,/iSbgsxHTN6q3YA34DAoQtXw5oIv.jpg,0,0,Released,,tt28016501,,False,драма|мелодрама,Philippines,Vivamax|Two Inches of Loneliness|Viva Films,,softcore,Angeli Khang|Stephanie Raz|Chester Grecia|Francine Garcia|Rash Flores,Topel Lee
9659,Безумный Макс,Mad Max,"В недалёком будущем, после крупной катастрофы, поразившей нашу урбанистическую цивилизацию, вся жизнь сосредоточилась вдоль бесчисленных магистралей…Дорога стала способом существования. И дала многим возможность проявлять свои самые жестокие инстинкты. Банда байкеров на мощных мотоциклах, желая рассчитаться за своего убитого товарища, преследует молодого полицейского Макса. В яростной схватке убит другой полицейский, Гус, подобная участь может ждать Макса и его семью.Ему предстоит самая главная и сложная задача — сохранить жену, сына и выжить самому. В роли Макса — Мел Гибсон, тогда ещё мало известный широкой публике.",1979-04-12,91,6.677,4581,7.2101,/xcI9yKN3ikdpfKzKD0KmjQqDJW.jpg,/uL5DoOuMho1QY7OK5IqacYH9QHK.jpg,350000,100000000,Released,"Когда банды захватывают шоссе... ...Помни, он на твоей стороне.",tt0079501,,False,приключения|боевик|триллер|фантастика,Australia,Kennedy Miller Productions|American International Pictures,English,australia|petrol|baby|chain|dystopia|post-apocalyptic future|exploitation|villain|bridge|matter of life and death|benzine|biker|cop|partner|truck|vigilante|gasoline|motorcycle|motorcycle gang|exploding car|psychotic|adventurer|angry|hostile|aggressive|action hero|out of fuel|good versus evil|violence|antagonistic|forceful|harsh|ominous|urgent|fuel shortage,Мэл Гибсон|Joanne Samuel|Hugh Keays-Byrne|Steve Bisley|Tim Burns,Джордж Миллер
360920,Гринч,The Grinch,"Любой бы на месте Гринча позеленел и взбесился. Как порядочный интроверт, он живёт в тёмной пещере на самой вершине горы подальше ото всех, но эти ""все"" готовят грандиознейшее празднование нового года. Они шумят, всё украшают и дико бесят. Кто бы отказал себе в удовольствии испортить праздник? Гринч решает украсть Новый год.",2018-11-08,86,6.859,4155,7.2082,/t1f5cF0QHTxT4I9PZmjCUF8EPSs.jpg,/5lWIYxYEqWi8j3ZloxXntw3ImBo.jpg,75000000,508600000,Released,«Символ Нового Года»,tt2709692,,False,мультфильм|семейный|комедия|фэнтези,United States of America,Illumination|Dr. Seuss Enterprises|Universal Animation Studios,English,holiday|surrealism|remake|based on children's book|christmas|illumination,Бенедикт Камбербэтч|Рашида Джонс|Кенан Томпсон|Cameron Seely|Анджела Лэнсбери,Yarrow Cheney|Scott Mosier
7980,Милые кости,The Lovely Bones,"Фильм рассказывает о переживаниях четырнадцатилетней девушки, изнасилованной и убитой маньяком-соседом. Наблюдая за жизнью домочадцев с небес, героиня мечтает о простых подростковых радостях и жаждет поимки душегуба.",2009-12-26,135,7.068,4717,7.2065,/wLr0YZTAcKRAY5bw1drq2hBnYmp.jpg,/aoQW8NH6yY2ioQke0iKt0JZxXgv.jpg,65000000,93600000,Released,"«История жизни и всего, что следует за ней...»",tt0380510,,False,фэнтези|драма,United Kingdom|New Zealand|United States of America,WingNut Films|DreamWorks Pictures|Film4 Productions,English,rape|based on novel or book|afterlife|loss of loved one|tree|1970s|serial killer|corpse|pedophile|teenage love|grieving|childhood sexual abuse|based on young adult novel,Сирша Ронан|Марк Уолберг|Рэйчел Вайс|Сьюзан Сарандон|Стенли Туччи,Питер Джексон
942576,Похороненные в Барстоу,Buried in Barstow,"Хейзел Кинг - мать-одиночка с криминальным прошлым, от которого она во что бы то ни стало намерена оградить свою собственную дочь. Отныне ее цель - защищать тех, кто не может защитить себя.",2022-06-04,85,7.0,39,7.2064,/jROLolTGKmAAeiPndRO0DpiUWNy.jpg,/xY6smX9kNLNqODRjT7pWwTHpRiH.jpg,0,0,Released,,tt16294738,,False,триллер|боевик|драма|телевизионный фильм,United States of America,Untitled Entertainment|The Cartel,English,,Angie Harmon|Кристоффер Полаха|Lauren Richards|George Paez|Timothy Granaderos,Howard Deutch
788,Миссис Даутфайр,Mrs. Doubtfire,"Неприятности сыплются на Дэниеля Хиларда, как из рога изобилия: он теряет работу, от него уходит жена и после развода ему позволено видеть детей всего раз в неделю!  Но Дэниель находит выход — переодевается в женское платье и становится Миссис Даутфайр — пожилой женщиной. Он нанимается к собственной жене в домработницы, и теперь может видеть своих детей каждый день. Последствия, естественно, будут самыми непредсказуемыми.",1993-11-24,125,7.19,6250,7.2064,/gp0l46kobNkEPTYh57pS2WI8Vgl.jpg,/sTgavNm82pTaZR9U2NQZ1J2FrJz.jpg,25000000,441286195,Released,,tt0107614,,False,комедия|драма|семейный,United States of America,20th Century Fox|Blue Wolf Productions,English,"mask|parent child relationship|san francisco, california|social worker|transvestite|nanny|restaurant|fake identity|custody battle|responsibility|voice acting|divorced couple",Робин Уильямс|Sally Field|Lisa Jakub|Мэттью Лоуренс|Mara Wilson,Крис Коламбус
50544,Секс по дружбе,Friends with Benefits,"Главная героиня — сотрудник кадрового агентства, которую преследуют фобии в отношениях с обязательствами. Однако, эти проблемы оказываются надуманными, после того как она встречает редактора глянцевого журнала. Он, в свою очередь, устал от женщин, которые мечтают вступить с ним в связь. Таким образом, созданы все условия для бурного романа и столкновения характеров и желаний.",2011-07-21,109,6.656,8050,7.2062,/cXY9Ae1ivoaAYvgrzewSMIr0NTQ.jpg,/hddYd6CjGubaigh6U1LmiVdZWuW.jpg,35000000,149500000,Released,,tt1632708,,False,мелодрама|комедия,United States of America,Castle Rock Entertainment|Olive Bridge Entertainment,English,new york city|friendship|job interview|dementia|alzheimer's disease|love|friends|break-up|lust|beach house|headhunter|job hunting|sex comedy|casual sex|aftercreditsstinger|duringcreditsstinger|new job|flash mob|sexual relationship|film within a film|sex|anti-romance|friends with benefits|job|art director,Джастин Тимберлейк|Мила Кунис|Дженна Эльфман|Патрисия Кларксон|Вуди Харрельсон,Will Gluck
1171640,Гонка по улицам Парижа,GTMAX,"Бывшей чемпионке по мотокроссу предстоит посмотреть в лицо своим самым болезненным страхам, чтобы защитить семью после того, как банда байкеров нанимает ее брата для ограбления.",2024-11-19,100,6.147,136,7.2058,/7jnxTTlZSuQOVAFGH3TdnB2MRi1.jpg,/liuBLPXvisMRo5w2JEKHXceWq5u.jpg,0,0,Released,,tt29260436,,False,боевик|криминал,Belgium|France,Inoxy Films|Versus Production,Français,,Ava Baya|Jalil Lespert|Jérémie Laheurte|Thibaut Évrard|Riadh Belaïche,Olivier Schneider
81005,Джек – покоритель великанов,Jack the Giant Slayer,"История начинается с похищения принцессы, что грозит нарушить хрупкий мир между людьми и великанами. Юный фермер возглавляет вылазку в царство гигантов в надежде спасти девушку.",2013-02-27,114,5.851,4976,7.198,/cwqu4jFUTrqVli1H01C3y3A3U8C.jpg,/djSAd6HUm66eVNC3PiZbYwOpD5A.jpg,195000000,197700000,Released,"Если вы думаете, что знаете историю, вы не знаете Джека",tt1351685,,False,фэнтези|боевик|приключения|драма,United States of America|United Kingdom,New Line Cinema|Legendary Pictures|Original Film|Big Kid Pictures|Bad Hat Harry Productions|Warner Bros. Pictures,English,based on fairy tale|giant|exhilarated|vibrant,Николас Холт|Eleanor Tomlinson|Юэн Макгрегор|Стенли Туччи|Иэн МакШейн,Брайан Сингер
31011,Господин Никто,Mr. Nobody,"Действие картины происходит в не слишком отдалённом будущем. Главный герой внезапно просыпается в 2092 году дряхлым стариком и понимает, что он является 120-летним последним смертным на планете, доживающим свой век среди счастливых бессмертных людей.",2009-11-06,138,7.811,5926,7.1971,/6j1TfRRDuoHFc36kx3vob1NxZmp.jpg,/y9zcjxEilWr44c4vJbEaLTgE0Uw.jpg,47000000,2331721,Released,"«Всё возможно, пока не сделан выбор»",tt0485947,http://www.mrnobody-lefilm.com/,False,фантастика|драма|мелодрама,Belgium|Canada|France|Germany,Pan-Européenne|Integral Films|Lago Film|Christal Films|France 2 Cinéma|France 3 Cinéma|Toto & Co Films,English,time travel|surrealism|time|choice|free will|multiple storylines|curious|shocking|complex|loving|2090s|depressing|ambiguous|irreversible process|entropy,Джаред Лето|Сара Полли|Diane Kruger|Linh-Dan Pham|Рис Иванс,Jaco Van Dormael
462183,Дикое пробуждение,Salvaje despertar,"После смерти своих родителей, Эмма и Tони, брат и сестра, должны были взять на себя ведение семейного бизнеса - школу верховой езды. Только Эмма еще очень молода, а Тони - гей и ведет ведет беспорядочную развратную жизнь ... Поэтому, на самом деле Рамон, бригадир и его сын Аарон, являются теми, кто продолжает вести в школе дела. Проблемы возникают тогда, когда оба, брат и сестра, влюбляются в Аарона, который находится под давлением своего отца-гомофоба.",2016-10-23,90,5.5,17,7.1909,/qWkWESVyw1nsX89AXshyRa31Bk6.jpg,/lJJUpqjlZYKxIO1YdlmA15pa1Bf.jpg,0,0,Released,,tt6126506,,False,драма|мелодрама|триллер,Spain,Realizando Historias Films,Español,murder|in the closet|gay theme,Fabián Castro|Julia Hernández|Richie Ormon|Christian Blanch|Jordi Pujol,Joan Fermí Martí
9353,Суперначо,Nacho Libre,"Игнасио по прозвищу Начо был воспитан в мексиканском монастыре; теперь же он работает там поваром. Чтобы спасти родную обитель от финансового краха, Начо решает принять участие в турнире по рестлингу.  Вызвавшись помочь красивой монахине Энкарнасьон, недавно поселившейся в монастыре, а также живущим в нем сиротам, Начо на самом деле руководствуется не только альтруистскими соображениями…",2006-06-16,92,6.484,1697,7.1856,/zeoPrrm38L2PDRhDtbpith8F509.jpg,/nNCleqiADKVMKWDC5G7hjYcVCmv.jpg,35000000,99255460,Released,"Ни Супермен, ни мачо",tt0457510,,False,комедия,Germany|United States of America,Paramount Pictures|Nickelodeon Movies|Black & White Productions|MP Inka,Español|English,mexico|nun|sports|monk|secret identity|orphanage|wrestling|wilderness|ringer|money|catholic|luchador|masked wrestler|inner conflict,Джек Блэк|Ana de la Reguera|Héctor Jiménez|Darius Rose|Мойзес Ариас,Джаред Хесс
1541,Тельма и Луиза,Thelma & Louise,"Каждое утро Луизе приходится ходить в один и тот же ресторан быстрого обслуживания — она работает там официанткой. У неё есть «бойфрэнд» — музыкант, который, гастролируя по придорожным забегаловкам, частенько забывает о своей возлюбленной. Энергичная и в прошлом жизнерадостная Тельма, выйдя замуж за Дэррила, обнаружила, что место женщины — на кухне с кастрюлями, а мужчины — в кресле перед телевизором.  Само собой такая жизнь не устраивает женщин, и в один прекрасный день чаша их терпения переполняется. Они решают уехать подальше из «осточертевшего» городка и от своих ненавистных мужчин. К сожалению, по дороге им приходится совершить ряд преступлений, в том числе и убийство. Их объявляют в розыск по всей Америке, и подружкам остаётся только одно — любыми способами успеть добраться до Мексики.",1991-05-24,130,7.6,3569,7.1789,/k0qrjNQH5FbOaQKxc0tLT4mtDVJ.jpg,/gXPtXbvI0nfLihu1dXgehAxsvm1.jpg,16000000,45361000,Released,,tt0103074,,False,драма|триллер|криминал|приключения,United Kingdom|United States of America,Metro-Goldwyn-Mayer|Pathé Entertainment|Scott Free Productions|Star Partners III Ltd.,English,robbery|waitress|southern usa|self-defense|highway|housewife|female friendship|arkansas|grand canyon|road trip|thief|sexual harassment|murder|betrayal|on the run|hitchhiker|buddy|desert|attempted rape|wiretapping|neo-western|sexual assault|roadtrip|inspirational|female protagonists|intense|defiant,Сьюзан Сарандон|Джина Дэвис|Харви Кейтель|Майкл Медсен|Кристофер МакДональд,Ридли Скотт
7508,Звездочки на земле,तारे ज़मीन पर,"Маленький мальчик 8 лет Ишан Авасти с рождения немного отличается от других детей. Ему дается с трудом то, что у других получается очень легко. Мир не понимает этого ребенка, как и его собственные родители. Когда Ишан в третий раз проваливает экзамены в школе, его отец в наказание отправляет мальчика в школу-интернат. Одиночество губит ребенка, он осуждает себя за расставание с родителями, но и их не может простить. Однажды в жизни Ишана появляется временный учитель рисования Рам Никум — единственный, кто понимает этого ребенка. Рам ставит перед собой цель изменить жизнь мальчика и отношение к нему.",2007-12-21,162,7.98,1199,7.0573,/lExWH7x3mTM8vZEtjITwS8aZTjU.jpg,/bPwdy3zaNnMdZ22u0WCcYu0xxgt.jpg,2600000,28430000,Released,К звёздам из трущоб,tt0986264,,False,драма,India,Aamir Khan Productions|PVR Inox Pictures|UTV Motion Pictures,हिन्दी,jealousy|parent child relationship|boarding school|painter|father|dyslexia|teacher|little boy|india|childhood|teachers and students|bollywood,Darsheel Safary|Tisca Chopra|Vipin Sharma|Aamir Khan|Tanay Chheda,Aamir Khan
2758,Ценности семейки Аддамс,Addams Family Values,"Мортиция ожидает появления третьего ребёнка. Малыша нарекают Пубертом. Венсди и Пагсли недовольны тем, что им теперь уделяется мало внимания. Тем более, что существует поверье: когда рождается новый ребёнок, один из предыдущих должен умереть.",1993-11-19,94,6.953,3069,6.3097,/2oy4UnBjHdUMzyxKVMqPbU5vGHi.jpg,/sZhTfYouKM1iV3rVbgIVEQFQogA.jpg,47000000,48919043,Released,"""Семья просто стала немного чужой""",tt0106220,,False,комедия|семейный|фэнтези,United States of America,Scott Rudin Productions|Paramount Pictures,English,dancing|jealousy|baby|sibling relationship|summer camp|yuppie|butler|nanny|thanksgiving|guillotine|uncle|mansion|wedding|macabre|disembodied hand|anxious,Anjelica Huston|Raúl Juliá|Кристофер Ллойд|Joan Cusack|Кристина Риччи,Barry Sonnenfeld
59440,Воин,Warrior,"Младший сын спившегося боксера возвращается домой, чтобы отец тренировал его для предстоящего турнира по боевым искусствам. Однако, на этом пути бойцу придется столкнуться со своим старшим братом.",2011-09-09,140,7.84,4678,6.4846,/2q2x5OCpf6yQPkI8n9Y95isEKPJ.jpg,/1PnRPz4A4AguUEVOTcprIyctrax.jpg,25000000,23300000,Released,Дерись за семью. Борись за страну,tt1291584,,False,драма|боевик,United States of America,Lionsgate|Mimran Schur Pictures|Solaris Film|Filmtribe,English,"bank|training|beating|mixed martial arts (mma)|teacher|muscleman|combat|alcoholic|gym|exercise|pittsburgh, pennsylvania",Джоэл Эдгертон|Том Харди|Ник Нолти|Дженнифер Моррисон|Фрэнк Грилло,Гэвин О’Коннор
188222,Антураж,Entourage,"Перед нами история восхождения в Голливуде Винсента Чейза — молодого и многообещающего актера из Нью-Йорка. В его ближайшее окружение входят: лучший друг и по совместительству менеджер Эрик Мёрфи, менее успешный брат-актер Джонни «Драма» Чейз, старый друг и личный водитель Черепаха, а также агент Ари Голд.",2015-06-03,104,6.24,1034,6.9349,/fhb9UnN90ANl8kwfOcdn9xBjvLM.jpg,/uzobkEgGCfVzmXyXKH6Nbrby4Rm.jpg,30000000,49263404,Released,,tt1674771,,False,комедия|драма,United States of America,Closest to the Hole Productions|RatPac Entertainment|Leverage Entertainment,English,friendship|alcohol|show business|nightclub|celebrity|rivalry|womanizer|film in film|hollywood|movie star|aspiring actor|financier|entourage|film production|based on tv series,Kevin Connolly|Adrian Grenier|Kevin Dillon|Jerry Ferrara|Джереми Пивен,Даг Эллин
435,Послезавтра,The Day After Tomorrow,"Земля уверенно движется навстречу глобальной экологической катастрофе: в одной части света все живое погибает от засухи, в другой — разбушевавшаяся водная стихия сносит города. Близость катастрофы вынуждает ученого-климатолога, пытающегося найти способ остановить глобальное потепление, отправиться на поиски пропавшего сына в Нью-Йорк, в котором наступил новый ледниковый период...",2004-05-26,124,6.542,8325,6.86,/kJoflQrJ6KdMZ8B1Rw1uCDkHmE3.jpg,/smqQ71MIn1DSdSiQzCzCOV6rgRq.jpg,125000000,552639571,Released,Где будешь ты?,tt0319262,,False,боевик|приключения|фантастика|триллер,United States of America,20th Century Fox|Centropolis Entertainment|Lionsgate|The Mark Gordon Company,English|日本語|Français|العربية|Español,"new york city|philadelphia, pennsylvania|saving the world|scotland|climate change|greenhouse effect|tornado|hurricane|hail|temperature drop|ice age|polar zone|barrier ice|ice melting|evacuation|flooding|rescue mission|global warming|tsunami|end of the world|snow|scientist|united nations|high school student|climatologist|freezing|frozen alive|disaster movie|snowed in|typhoon|cataclysmic storm|new york public library|global catastrophe|climate science|climate crisis|superstorm|torrential rain|mass casualties",Деннис Куэйд|Джейк Джилленхол|Эмми Россам|Dash Mihok|Джей О. Сандерс,Roland Emmerich
72559,G.I. Joe: Бросок кобры 2,G.I. Joe: Retaliation,Во второй части отряд «G.I. Joe» вновь объявит вызов группировке «Кобра» и вступит в противостояние с правительством…,2013-03-27,110,5.63,5540,7.5172,/hOky0VwgPIwdes61OrF5ckWQNg9.jpg,/r1917G5vqOWmSXvuKHeLU0SI6Dc.jpg,130000000,371900000,Released,,tt1583421,,False,боевик|фантастика|приключения|триллер,Canada|United States of America,Paramount Pictures|Hasbro|di Bonaventura Pictures|Saints LA|Metro-Goldwyn-Mayer|Skydance Media,English,rescue|assassin|technology|missile|warhead|president|conspiracy|explosion|battle|surveillance|cobra,Дуэйн Джонсон|Брюс Уиллис|Джонатан Прайс|Adrianne Palicki|Рэй Парк,Джон М. Чу
614479,Астрал 5: Красная дверь,Insidious: The Red Door,"Спустя десять лет после событий первых двух фильмов Джош Ламберт (Патрик Уилсон) отправляется на восток, чтобы отпустить своего сына Далтона (Тай Симпкинс) в идиллический университет, увитый плющом. Однако мечта Далтона о колледже превращается в кошмар, когда подавленные демоны его прошлого внезапно возвращаются и преследуют их обоих.",2023-07-05,107,6.572,1766,7.3616,/lIq7PDRXDR6iSDHUL0cqVDyJgXp.jpg,/i2GVEvltEu3BXn5crBSxgKuTaca.jpg,16000000,189086877,Released,"Всё закончится там, где началось.",tt13405778,,False,ужасы|триллер,United States of America,Blumhouse Productions|Stage 6 Films|Screen Gems|Oren Peli Productions,English,sequel|demon|insidious|malicious|supernatural horror|evil spirits|fifth part|sinister,Тай Симпкинс|Патрик Уилсон|Роуз Бирн|Лин Шэй|Sinclair Daniel,Патрик Уилсон
339861,Hollywood,Hollywood,,2002-12-06,0,7.2,5,7.6605,/xx0wykqodIBan6PYSD2Ph0sibz8.jpg,,834449,4000000,Released,,tt1112110,,False,,India,,?????,joyful,Upendra|Felicity Mason|Anant Nag|Ramesh Bhat|Emma Dean,Dinesh Baboo
9352,Евротур,EuroTrip,"Скотт Томас завел себе друга по переписке из Германии из самых практичных соображений. Он хотел получить отличную оценку по немецкому, а некто с именем Мик согласился перевести его домашние работы. Но вскоре выяснилось, что Мик — обворожительная блондинка, которая не прочь увидеть своего американского друга вживую.После выпускных экзаменов Скотт прихватывает нескольких близких друзей и летит в Европу. Впереди его ждет увлекательное, хоть и беспокойное путешествие из Лондона в Берлин через Париж и Амстердам…",2004-02-20,90,6.597,2682,9.2342,/MDt6uQzoOqE1hCCoIu3B97Pxqf.jpg,/kCMjZkgBDUD30He50KhoVtgiM2z.jpg,25000000,22605153,Released,,tt0356150,,False,комедия,United States of America|Canada|Czech Republic,The Montecito Picture Company|Blue Sea Productions|Mandel,English|Français|Italiano|日本語|Deutsch,"berlin, germany|paris, france|alcohol|pen pals|travel|marijuana|nudism|duringcreditsstinger",Scott Mechlowicz|Jacob Pitts|Мишель Трахтенберг|Трэвис Вэстер|Винни Джонс,Jeff Schaffer
